attack,iteration,distance,space,norm_p,time,query_num,query_max,image,orig_label,adv_label,acc
geoda,4,l2,sub,7.887646,1.9706737995147705,970,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00031496.JPEG,501,689,0.4633333333333333
geoda,0,l2,sub,3.4831316,0.6675679683685303,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002697.JPEG,665,671,0.5324675324675324
geoda,1,l2,sub,1.6217562,0.7828967571258545,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002697.JPEG,665,671,0.5370370370370371
geoda,2,l2,sub,1.1770546,1.0352809429168701,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002697.JPEG,665,671,0.4868421052631579
geoda,3,l2,sub,0.88112754,1.4352810382843018,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002697.JPEG,665,671,0.5117370892018779
geoda,4,l2,sub,0.71144754,1.9488446712493896,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002697.JPEG,665,671,0.5366666666666666
geoda,0,l2,sub,5.509574,0.6603233814239502,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019303.JPEG,282,285,0.5064935064935064
geoda,1,l2,sub,3.4775438,0.7780163288116455,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019303.JPEG,282,285,0.5555555555555556
geoda,2,l2,sub,2.0340078,1.0238397121429443,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019303.JPEG,282,285,0.5526315789473685
geoda,3,l2,sub,1.4327959,1.4463458061218262,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019303.JPEG,282,285,0.5539906103286385
geoda,4,l2,sub,1.1073107,1.9607651233673096,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019303.JPEG,282,285,0.47
geoda,0,l2,sub,21.748981,0.7190728187561035,101,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037536.JPEG,535,535,0.5584415584415584
geoda,1,l2,sub,19.857391,0.7905104160308838,233,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037536.JPEG,535,566,0.48148148148148145
geoda,2,l2,sub,15.780643,1.0210614204406738,407,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037536.JPEG,535,566,0.5
geoda,3,l2,sub,12.844515,1.4256505966186523,642,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037536.JPEG,535,566,0.49765258215962443
geoda,4,l2,sub,10.477659,1.9644205570220947,964,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037536.JPEG,535,566,0.49333333333333335
geoda,0,l2,sub,5.0876555,0.6849794387817383,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00011587.JPEG,588,398,0.5064935064935064
geoda,1,l2,sub,2.82662,0.8094792366027832,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00011587.JPEG,588,398,0.5
geoda,2,l2,sub,2.1102986,1.0911993980407715,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00011587.JPEG,588,398,0.45394736842105265
geoda,3,l2,sub,1.6910847,1.4662353992462158,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00011587.JPEG,588,398,0.49765258215962443
geoda,4,l2,sub,1.3986136,1.9533662796020508,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00011587.JPEG,588,398,0.43666666666666665
geoda,0,l2,sub,1.0987667,0.6690247058868408,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00007149.JPEG,218,215,0.4675324675324675
geoda,1,l2,sub,0.64780354,0.7746603488922119,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00007149.JPEG,218,215,0.5370370370370371
geoda,2,l2,sub,0.45529687,1.09165620803833,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00007149.JPEG,218,215,0.5855263157894737
geoda,3,l2,sub,0.35695553,1.4224927425384521,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00007149.JPEG,218,215,0.4413145539906103
geoda,4,l2,sub,0.28712595,2.0221216678619385,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00007149.JPEG,218,215,0.54
geoda,0,l2,sub,61.080807,0.6927449703216553,104,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009286.JPEG,821,318,0.5324675324675324
geoda,1,l2,sub,45.54994,0.798043966293335,238,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009286.JPEG,821,318,0.5462962962962963
geoda,2,l2,sub,35.145073,1.0291836261749268,415,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009286.JPEG,821,318,0.5
geoda,3,l2,sub,32.133354,1.4560415744781494,653,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009286.JPEG,821,318,0.5023474178403756
geoda,4,l2,sub,25.367138,1.9585332870483398,976,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009286.JPEG,821,318,0.5133333333333333
geoda,0,l2,sub,39.44672,0.6963844299316406,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013100.JPEG,993,363,0.5064935064935064
geoda,1,l2,sub,28.87848,0.8252415657043457,235,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013100.JPEG,993,766,0.49074074074074076
geoda,2,l2,sub,21.51918,1.0291330814361572,410,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013100.JPEG,993,766,0.4342105263157895
geoda,3,l2,sub,16.979465,1.4318134784698486,646,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013100.JPEG,993,766,0.5070422535211268
geoda,4,l2,sub,13.944631,1.9734642505645752,969,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013100.JPEG,993,766,0.5033333333333333
geoda,0,l2,sub,39.320744,0.688906192779541,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037031.JPEG,92,111,0.5454545454545454
geoda,1,l2,sub,30.756958,0.7975585460662842,235,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037031.JPEG,92,91,0.5092592592592593
geoda,2,l2,sub,18.355108,1.0212931632995605,410,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037031.JPEG,92,91,0.46710526315789475
geoda,3,l2,sub,8.900982,1.4221351146697998,646,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037031.JPEG,92,91,0.5070422535211268
geoda,4,l2,sub,4.8213906,1.9483757019042969,969,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00037031.JPEG,92,91,0.4866666666666667
geoda,0,l2,sub,12.829964,0.6792070865631104,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00014930.JPEG,666,790,0.4805194805194805
geoda,1,l2,sub,10.474618,0.7982592582702637,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00014930.JPEG,666,63,0.5185185185185185
geoda,2,l2,sub,7.92702,1.0333383083343506,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00014930.JPEG,666,63,0.5921052631578947
geoda,3,l2,sub,6.2953377,1.4418680667877197,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00014930.JPEG,666,63,0.4835680751173709
geoda,4,l2,sub,5.1403728,1.913315773010254,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00014930.JPEG,666,63,0.5066666666666667
geoda,0,l2,sub,31.927145,0.6985979080200195,101,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002537.JPEG,996,509,0.5064935064935064
geoda,1,l2,sub,21.664074,0.7879757881164551,233,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002537.JPEG,996,509,0.5092592592592593
geoda,2,l2,sub,15.969694,1.0326437950134277,408,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002537.JPEG,996,509,0.4934210526315789
geoda,3,l2,sub,11.589341,1.425856351852417,644,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002537.JPEG,996,532,0.41784037558685444
geoda,4,l2,sub,8.151145,2.0689940452575684,967,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002537.JPEG,996,996,0.49333333333333335
geoda,0,l2,sub,4.821114,0.6897094249725342,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00001135.JPEG,411,496,0.5844155844155844
geoda,1,l2,sub,2.4558334,0.7661387920379639,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00001135.JPEG,411,496,0.48148148148148145
